1CH 1:1	Adam, Seth, Enosh,
ISA 10:22	For though your people, Israel, are like the sand of the sea, only a remnant of them will return. A destruction is determined, overflowing with righteousness.
ISA 10:23	For the Lord, Yahweh of Armies, will make a full end, and that determined, throughout all the earth.
ISA 10:24	Therefore the Lord, Yahweh of Armies, says “My people who dwell in Zion, don’t be afraid of the Assyrian, though he strike you with the rod, and lift up his staff against you, as Egypt did.
ISA 10:25	For yet a very little while, and the indignation against you will be accomplished, and my anger will be directed to his destruction.”
ISA 10:26	Yahweh of Armies will stir up a scourge against him, as in the slaughter of Midian at the rock of Oreb. His rod will be over the sea, and he will lift it up like he did against Egypt.
ISA 10:27	It will happen in that day, that his burden will depart from off your shoulder, and his yoke from off your neck, and the yoke shall be destroyed because of the anointing oil.
ISA 10:28	He has come to Aiath. He has passed through Migron. At Michmash he stores his baggage.
ISA 10:29	They have gone over the pass. They have taken up their lodging at Geba. Ramah trembles. Gibeah of Saul has fled.
ISA 10:30	Cry aloud with your voice, daughter of Gallim! Listen, Laishah! You poor Anathoth!
ISA 10:31	Madmenah is a fugitive. The inhabitants of Gebim flee for safety.
ISA 10:32	This very day he will halt at Nob. He shakes his hand at the mountain of the daughter of Zion, the hill of Jerusalem.
ISA 10:33	Behold, the Lord, Yahweh of Armies, will lop the boughs with terror. The tall will be cut down, and the lofty will be brought low.
ISA 10:34	He will cut down the thickets of the forest with iron, and Lebanon will fall by the Mighty One.
ISA 11:1	A shoot will come out of the stock of Jesse,
and a branch out of his roots will bear fruit.
ISA 11:2	Yahweh’s Spirit will rest on him:
the spirit of wisdom and understanding,
the spirit of counsel and might,
the spirit of knowledge and of the fear of Yahweh.
ISA 11:3	His delight will be in the fear of Yahweh.
He will not judge by the sight of his eyes,
neither decide by the hearing of his ears;
ISA 11:4	but with righteousness he will judge the poor,
and decide with equity for the humble of the earth.
He will strike the earth with the rod of his mouth;
and with the breath of his lips he will kill the wicked.
ISA 11:5	Righteousness will be the belt of his waist,
and faithfulness the belt of his waist.
ISA 11:6	The wolf will live with the lamb,
and the leopard will lie down with the young goat;
The calf, the young lion, and the fattened calf together;
and a little child will lead them.
ISA 11:7	The cow and the bear will graze.
Their young ones will lie down together.
The lion will eat straw like the ox.
ISA 11:8	The nursing child will play near a cobra’s hole,
and the weaned child will put his hand on the viper’s den.
ISA 11:9	They will not hurt nor destroy in all my holy mountain;
for the earth will be full of the knowledge of Yahweh,
as the waters cover the sea.
ISA 11:10	It will happen in that day that the nations will seek the root of Jesse, who stands as a banner of the peoples; and his resting place will be glorious.
ISA 11:11	It will happen in that day that the Lord will set his hand again the second time to recover the remnant that is left of his people from Assyria, from Egypt, from Pathros, from Cush, from Elam, from Shinar, from Hamath, and from the islands of the sea.
ISA 11:12	He will set up a banner for the nations, and will assemble the outcasts of Israel, and gather together the dispersed of Judah from the four corners of the earth.
ISA 11:13	The envy also of Ephraim will depart, and those who persecute Judah will be cut off. Ephraim won’t envy Judah, and Judah won’t persecute Ephraim.
ISA 11:14	They will fly down on the shoulders of the Philistines on the west. Together they will plunder the children of the east. They will extend their power over Edom and Moab, and the children of Ammon will obey them.
ISA 11:15	Yahweh will utterly destroy the tongue of the Egyptian sea; and with his scorching wind he will wave his hand over the River, and will split it into seven streams, and cause men to march over in sandals.
ISA 11:16	There will be a highway for the remnant that is left of his people from Assyria, like there was for Israel in the day that he came up out of the land of Egypt.
ISA 12:1	In that day you will say, “I will give thanks to you, Yahweh; for though you were angry with me, your anger has turned away and you comfort me.
ISA 12:2	Behold, God is my salvation. I will trust, and will not be afraid; for Yah, Yahweh, is my strength and song; and he has become my salvation.”
ISA 12:3	Therefore with joy you will draw water out of the wells of salvation.
ISA 12:4	In that day you will say, “Give thanks to Yahweh! Call on his name. Declare his doings among the peoples. Proclaim that his name is exalted!
ISA 12:5	Sing to Yahweh, for he has done excellent things! Let this be known in all the earth!
ISA 12:6	Cry aloud and shout, you inhabitant of Zion; for the Holy One of Israel is great among you!”
ISA 13:1	The burden of Babylon, which Isaiah the son of Amoz saw.
ISA 13:2	Set up a banner on the bare mountain! Lift up your voice to them! Wave your hand, that they may go into the gates of the nobles.
ISA 13:3	I have commanded my consecrated ones; yes, I have called my mighty men for my anger, even my proudly exulting ones.
ISA 13:4	The noise of a multitude is in the mountains, as of a great people; the noise of an uproar of the kingdoms of the nations gathered together! Yahweh of Armies is mustering the army for the battle.
ISA 13:5	They come from a far country, from the uttermost part of heaven, even Yahweh, and the weapons of his indignation, to destroy the whole land.
ISA 13:6	Wail; for the day of Yahweh is at hand! It will come as destruction from the Almighty.
ISA 13:7	Therefore all hands will be feeble, and everyone’s heart will melt.
ISA 13:8	They will be dismayed. Pangs and sorrows will seize them. They will be in pain like a woman in labor. They will look in amazement one at another. Their faces will be faces of flame.
ISA 13:9	Behold, the day of Yahweh comes, cruel, with wrath and fierce anger; to make the land a desolation, and to destroy its sinners out of it.
ISA 13:10	For the stars of the sky and its constellations will not give their light. The sun will be darkened in its going out, and the moon will not cause its light to shine.
ISA 13:11	I will punish the world for their evil, and the wicked for their iniquity. I will cause the arrogance of the proud to cease, and will humble the haughtiness of the terrible.
ISA 13:12	I will make people more rare than fine gold, even a person than the pure gold of Ophir.
ISA 13:13	Therefore I will make the heavens tremble, and the earth will be shaken out of its place in Yahweh of Armies’ wrath, and in the day of his fierce anger.
ISA 13:14	It will happen that like a hunted gazelle, and like sheep that no one gathers, they will each turn to their own people, and will each flee to their own land.
ISA 13:15	Everyone who is found will be thrust through. Everyone who is captured will fall by the sword.
ISA 13:16	Their infants also will be dashed in pieces before their eyes. Their houses will be ransacked, and their wives raped.
ISA 13:17	Behold, I will stir up the Medes against them, who will not value silver, and as for gold, they will not delight in it.
ISA 13:18	Their bows will dash the young men in pieces; and they shall have no pity on the fruit of the womb. Their eyes will not spare children.
ISA 13:19	Babylon, the glory of kingdoms, the beauty of the Chaldeans’ pride, will be like when God overthrew Sodom and Gomorrah.
ISA 13:20	It will never be inhabited, neither will it be lived in from generation to generation. The Arabian will not pitch a tent there, neither will shepherds make their flocks lie down there.
ISA 13:21	But wild animals of the desert will lie there, and their houses will be full of jackals. Ostriches will dwell there, and wild goats will frolic there.
ISA 13:22	Wolves will cry in their fortresses, and jackals in the pleasant palaces. Her time is near to come, and her days will not be prolonged.
ISA 14:1	For Yahweh will have compassion on Jacob, and will yet choose Israel, and set them in their own land. The foreigner will join himself with them, and they will unite with the house of Jacob.
ISA 14:2	The peoples will take them, and bring them to their place. The house of Israel will possess them in Yahweh’s land for servants and for handmaids. They will take as captives those whose captives they were; and they shall rule over their oppressors.
ISA 14:3	It will happen in the day that Yahweh will give you rest from your sorrow, from your trouble, and from the hard service in which you were made to serve,
ISA 14:4	that you will take up this parable against the king of Babylon, and say, “How the oppressor has ceased! The golden city has ceased!”
ISA 14:5	Yahweh has broken the staff of the wicked, the scepter of the rulers,
